customer_id,age,gender,location,incomelevel,signupdate,total_spent,avg_spent,num_transactions,max_transaction,min_transaction,engagement_score
c680c6e8-2bc5-44a0-a713-98fe776bebc2,45.0,Female,South Kelly,Medium,2019-10-10,150.03,150.03,1,150.03,150.03,0.0
89432125-8fd0-4b2a-a3c6-4f2e6f8ddc64,150.0,Male,Vancestad,Low,2023-05-21,482.88,482.88,1,482.88,482.88,0.0
1861b233-7abc-4e26-9aef-481ee3da9ae1,29.0,Female,Paynechester,Medium,2021-04-12,1962.27,981.135,2,996.32,965.95,0.0
6e24cce5-9d67-4e1e-8816-0b7f767f1362,36.0,Female,New Crystalberg,High,2019-07-31,85.05,85.05,1,85.05,85.05,0.0
91ad2b3a-d2fe-4146-a0ae-cdcea44622c9,43.0,Female,West Jennifershire,Medium,2019-07-25,587.31,587.31,1,587.31,587.31,0.0
299beb50-d10d-461f-bdd5-4083a4e3cc9b,28.0,Female,North Kristintown,,2022-01-31,994.59,994.59,1,994.59,994.59,0.0
c1805670-0d42-4583-bfda-646f85252829,45.0,Male,South Eric,High,2020-04-25,381.99,381.99,1,381.99,381.99,0.0
e8960cfa-6e94-4260-8a99-74188b90a1fa,44.0,Female,Sandraview,High,2019-10-06,287.31,287.31,1,287.31,287.31,0.0
06125b2b-549c-4bee-9724-c03f0aa58dbb,43.0,Male,Stewartport,High,2023-03-03,535.56,535.56,1,535.56,535.56,0.0
273597c1-d519-4ce1-bf81-f8027e85f8e9,45.0,Male,East Regina,,2023-01-23,127.64,127.64,1,127.64,127.64,0.0
e9c58327-25a1-4148-8c41-f0f37fc0c75d,45.0,Female,Port Brittany,,2019-12-06,1516.85,505.6166666666666,3,633.68,387.51,0.0
c2c93273-8204-4385-8dd5-a277dc51989f,64.0,Male,Bradleyfurt,Medium,2020-06-18,1980.23,396.046,5,655.49,181.75,0.0
b1160da2-67a2-4ac3-a338-06f960278e02,45.0,Female,Ramirezberg,High,2021-12-25,272.85,272.85,1,272.85,272.85,0.0
cb01f3d4-94bf-42b0-8f3a-32209f715b1c,60.0,Female,Fullerhaven,Low,2021-11-22,1478.1100000000001,739.0550000000001,2,856.12,621.99,0.0
b12c84ec-8291-4fa9-8688-b3a8e0bfbd1a,63.0,Female,Kellyfurt,Medium,2024-01-11,1485.065,742.5325,2,988.44,496.625,0.0
8cac34ad-138a-4c96-b5e7-f2e795b16acb,45.0,Male,Hallside,Low,2022-09-30,961.2,961.2,1,961.2,961.2,0.0
b7cf7756-cd20-4de2-b150-c473112da343,25.0,Female,Davisshire,,2019-12-27,525.87,525.87,1,525.87,525.87,0.0
72622d98-45f7-4977-b6b9-052494b2d929,27.0,Male,Lewisfort,Medium,2023-04-13,879.12,879.12,1,879.12,879.12,0.0
26ffdfbc-43b8-4a9b-b23d-0e029dbbeea1,26.0,Male,Lake Ashleyberg,,2022-11-13,496.625,496.625,1,496.625,496.625,0.0
da355e21-5fb0-4778-839f-50853e76b07b,32.0,Female,Grantfort,,2022-09-15,82.72,82.72,1,82.72,82.72,0.0
a3efade0-9841-40a8-9c00-0968581d608a,45.0,Female,North Danielle,High,2020-06-07,375.66,375.66,1,375.66,375.66,0.0
e84f46dc-1d0e-4031-a4f6-2a6f46514fa6,49.0,Male,Samuelshire,Medium,2023-09-02,1226.605,613.3025,2,729.98,496.625,0.0
7fa1d4e1-e465-4d23-82c8-c096f58fb5ed,32.0,Male,Port William,Low,2024-01-29,0.0,0.0,1,0.0,0.0,0.0
ed46f0b3-870a-41c4-b2c2-6a47937d394e,34.0,Male,West Billy,High,2020-06-23,1102.45,551.225,2,657.33,445.12,0.0
7f010694-f12b-402f-bd02-6afa18b0fae1,40.0,Male,Port Tiffanyport,High,2021-05-30,496.625,496.625,1,496.625,496.625,0.0
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,65.0,Male,Lake Jocelynchester,Low,2024-06-24,1912.5149999999999,637.505,3,847.89,496.625,0.0
851911c8-6d3f-4a7f-b70c-9b93057d9f94,45.0,Female,Gonzalezborough,High,2022-07-30,10.14,10.14,1,10.14,10.14,0.0
39c6e7d2-6c4b-44c0-8961-ddc1ecbdb0c6,70.0,Male,Andrewsmouth,Low,2023-02-28,2052.25,684.0833333333334,3,994.81,296.99,0.0
ce88db51-39aa-4149-8ee6-d6063d12768f,39.0,Male,Lake Jennifer,Low,2022-07-14,187.32,187.32,1,187.32,187.32,0.0
8a5849f2-1fcb-44c7-a90f-e16023c0465e,48.0,Male,Port David,High,2022-02-07,1040.805,260.20125,4,496.625,109.46,0.0
479399de-abf8-41c7-9568-e82c741e7bff,46.0,Female,Port Roberto,High,2021-01-25,1943.0299999999997,485.75749999999994,4,802.31,19.28,0.0
68a177b8-97d6-4f8e-b9c3-d328f99ae6bc,45.0,Male,East Craigchester,High,2021-02-04,436.53,436.53,1,436.53,436.53,0.0
57d07b58-1c57-4f29-a180-459d7928dfc0,45.0,Female,New Elizabeth,High,2020-08-30,1702.3600000000001,567.4533333333334,3,808.68,376.68,0.0
6d9b7c15-f813-4be6-8071-815990189894,30.0,Female,Torresview,,2019-08-13,1940.51,485.1275,4,947.49,145.16,0.0
3c14e099-dc0a-4772-ae2d-524e33d81033,20.0,Female,New Billyview,Low,2020-10-03,815.55,271.84999999999997,3,596.63,13.6,0.0
6cd7a734-a51d-4a11-ba1c-00c49d9a4490,-1.0,Male,West Connie,High,2022-11-05,2662.54,665.635,4,922.35,496.625,0.0
78002a64-8a6e-4d61-80a9-1bbf4c41ae76,46.0,Male,Port Holly,Low,2020-12-28,0.0,0.0,1,0.0,0.0,0.0
40f2fc46-f4cf-4987-ac84-73e500fcb521,49.0,Male,New Chelsea,Low,2019-08-30,962.72,320.9066666666667,3,502.28,75.65,0.0
321acf6c-c401-4f7b-9835-bfb7cd5e48ff,64.0,Male,Mooreville,Medium,2023-09-05,1161.0900000000001,387.03000000000003,3,496.625,167.84,0.0
1e9e7dcb-e612-46d3-bae6-0c2f47fa0220,44.0,Female,Brianmouth,Medium,2022-07-28,496.625,496.625,1,496.625,496.625,0.0
41d08007-2bf4-470f-ad2d-97a972abced6,52.0,Female,South Melissa,High,2021-02-23,496.26,496.26,1,496.26,496.26,0.0
68b5a27d-980f-409d-9b64-acc242c86f8e,48.0,Male,West Annstad,High,2023-12-23,1272.0549999999998,636.0274999999999,2,775.43,496.625,0.0
1d5d2c59-f092-48ce-a2cd-168199412a6c,69.0,Female,Leonardfort,Medium,2020-04-13,1155.91,577.955,2,671.85,484.06,0.0
541ecfee-22bb-4358-9f01-d5d372dc49e3,48.0,Female,Turnerton,Low,2021-12-01,296.58,296.58,1,296.58,296.58,0.0
de765812-6f23-4059-94db-2805a34f44fd,28.0,Female,North John,High,2022-02-22,683.38,341.69,2,381.27,302.11,0.0
cd733ffe-4726-4d32-b2a8-06a86d0dfa20,55.0,Female,West Valerie,Low,2023-04-18,888.24,888.24,1,888.24,888.24,0.0
d98a5116-3836-43d6-bb54-ffef96f9fd00,42.0,Male,New Alex,Low,2023-05-29,1185.94,395.31333333333333,3,694.72,74.55,0.0
48313b18-ccdb-4946-b958-1ebfc92dcc2a,45.0,Male,South Andrea,High,2020-02-26,496.625,496.625,1,496.625,496.625,0.0
84db5b8d-acf1-47fb-b3aa-100b30fd99fe,20.0,Male,East Crystalshire,Medium,2020-07-26,877.71,877.71,1,877.71,877.71,0.0
29e33b63-81fe-4687-a132-06d0a5e6668c,67.0,Male,Nicholsfort,High,2020-05-06,333.31,333.31,1,333.31,333.31,0.0
cdd71e46-7539-41af-b9d5-6758abdfa2e6,65.0,Male,Port Gabriellaburgh,Medium,2023-12-15,992.93,496.465,2,992.93,0.0,0.0
4ece241c-935a-4380-bda6-715cbae36f17,51.0,Female,New Glenn,Low,2022-08-17,681.84,681.84,1,681.84,681.84,0.0
66515d36-ce81-4765-b76c-9ee0eeb66c98,49.0,Female,Markchester,,2022-10-21,978.93,978.93,1,978.93,978.93,0.0
9f6b9ab6-1055-4a20-912e-23adb444695c,38.0,Male,Randallland,Medium,03/04/2020,1325.63,441.8766666666667,3,611.71,226.82,0.0
8543ced3-b2b8-45d6-8f42-f66dd94c1685,69.0,Male,Jacobchester,Medium,2020-01-17,139.45,139.45,1,139.45,139.45,0.0
6e6d3ec8-c559-4a2e-8776-bce30df9d14e,44.0,Male,Carolynville,High,2023-05-25,71.24,71.24,1,71.24,71.24,0.0
9866b7ec-4394-4a83-b3d2-b56182c0758b,55.0,Female,North Jenniferview,Low,2021-11-26,188.97,188.97,1,188.97,188.97,0.0
f447245d-7239-4808-974c-7fd358f61c2c,45.0,Male,North Tammyshire,Low,2023-11-12,1908.245,477.06125,4,588.78,244.05,0.0
b8a3bca9-79e2-4a99-96be-f23108c05f00,66.0,Male,Duncanside,Low,2022-04-24,1421.405,710.7025,2,924.78,496.625,0.0
4deac5c0-5e2e-4794-9978-f25be68734a7,19.0,Male,West Chad,High,2021-02-08,978.26,978.26,1,978.26,978.26,0.0
c6253172-8dc9-4c82-8816-9d2740b0e3b8,58.0,Female,Mitchellfurt,Low,2022-06-18,665.43,665.43,1,665.43,665.43,0.0
709c87f5-082b-4b18-a197-0d7d4e1588e3,63.0,Male,New Christopherville,Medium,2023-04-26,1854.5700000000002,618.19,3,838.08,406.98,0.0
f6db05bc-e9ff-454c-983c-fc4a7fd13323,43.0,Male,Port Carrie,,2024-06-24,1493.83,497.9433333333333,3,695.29,360.82,0.0
9e438f09-ec06-42e1-8c45-25063e2429aa,57.0,Female,Shawnview,High,2021-04-27,1350.0149999999999,675.0074999999999,2,853.39,496.625,0.0
23222ac5-f9b0-4eb9-928f-2c17cac9ffbc,53.0,Male,Gregoryfurt,,2024-05-10,545.96,545.96,1,545.96,545.96,0.0
0f5a8d28-2ddd-497a-a2e0-74a80c165a91,46.0,Female,Josephburgh,Low,2020-11-27,496.625,496.625,1,496.625,496.625,0.0
2ae65f5f-e0e7-4e93-bde5-f8cf2f1430cd,60.0,Male,West Roberthaven,Medium,2021-03-29,59.79,59.79,1,59.79,59.79,0.0
23b20ba3-dc64-48b2-9263-391c044bfe4f,42.0,Female,West Grantfort,Medium,2019-12-16,1023.11,511.555,2,963.52,59.59,0.0
08dd80d5-e63f-4618-be5f-161de25625a8,28.0,Male,South Stephenville,Low,2024-06-07,781.26,781.26,1,781.26,781.26,0.0
96f0eb54-ca26-4ec6-b15e-2d1263d5a701,21.0,Female,North Andreberg,,2019-12-17,514.65,257.325,2,491.68,22.97,0.0
347222c1-9766-4ae8-9263-4e509359b409,38.0,Female,West Richardbury,Low,2021-06-27,491.23,245.615,2,462.41,28.82,0.0
1fbbc3ad-d48f-4e64-9ef7-4e58277af29a,60.0,Male,West Jasonview,High,2024-04-20,496.625,496.625,1,496.625,496.625,0.0
d7960ed9-0372-4cb8-ba98-9cf4d88bca25,24.0,Female,Michaelside,Low,2023-04-18,403.36,403.36,1,403.36,403.36,0.0
f808e889-308c-4356-a639-281ef3820b50,65.0,Male,South Connor,,2021-04-22,271.85,135.925,2,226.38,45.47,0.0
984d1ffa-8789-44f8-9a59-3c82e4d1d9c4,61.0,Female,West Kathleenland,High,2024-01-15,1268.335,634.1675,2,771.71,496.625,0.0
29ce6245-1cd1-491d-a68c-33bd56b6bc16,63.0,Male,Mendozaton,Medium,2019-12-17,861.95,861.95,1,861.95,861.95,0.0
7880b7a8-d348-4a4a-b939-6e6285a9d85c,68.0,Male,North Jennifer,Medium,2024-05-21,678.275,339.1375,2,496.625,181.65,0.0
cf93db25-321f-4148-805b-662d6258ddb3,18.0,Male,North Erikton,High,2024-04-07,839.98,419.99,2,422.41,417.57,0.0
c12ab95c-d42d-4e32-ae97-95faef364e52,58.0,Female,Greeneborough,Low,2022-08-22,1011.68,505.84,2,891.91,119.77,0.0
1161ea51-6692-436a-961e-19526aa76f84,68.0,Female,Danaton,High,2020-09-03,811.04,811.04,1,811.04,811.04,0.0
b57b9637-7237-4987-8eb4-a01f567d590f,48.0,Female,Port Sethmouth,High,2023-10-01,496.625,496.625,1,496.625,496.625,0.0
f2e3736b-2014-44ef-a28d-597330b00882,55.0,Male,Oliviashire,High,2020-06-25,496.625,496.625,1,496.625,496.625,0.0
6e3501d7-cca4-414b-9ae0-c02140179fbe,63.0,Male,Lopezmouth,,2023-05-19,606.22,606.22,1,606.22,606.22,0.0
858b2173-fa72-42f1-8e11-acde120e697e,62.0,Female,Christianbury,High,2023-05-17,224.86,224.86,1,224.86,224.86,0.0
0009fdd2-ae63-45ca-8d5b-d0ea98381f7b,21.0,Female,Lake George,Low,2020-11-09,389.69,389.69,1,389.69,389.69,0.0
f9edc899-39cf-4227-9b37-c40003bc28af,60.0,Male,Chelseaville,Medium,04/02/2024,496.625,496.625,1,496.625,496.625,0.0
9aa1e60e-df4c-4987-9ee8-70b4e6edbca6,59.0,Male,New Henry,Low,16/02/2023,1126.6499999999999,563.3249999999999,2,910.81,215.84,0.0
d4cb7a18-92f4-4a0d-96f5-584e0c1cab53,28.0,Female,West Noahland,Medium,2022-05-31,229.12,229.12,1,229.12,229.12,0.0
5e0088d4-e37f-4ce9-add7-cc4e056dd95f,25.0,Male,Kristietown,Low,2021-10-04,528.56,528.56,1,528.56,528.56,0.0
728bcba7-868f-4f7d-9a79-1af48913bb93,39.0,Female,South Robert,Medium,2023-03-09,294.72,294.72,1,294.72,294.72,0.0
20bfca97-9a3c-4e4d-894b-ba1870281072,52.0,Male,Desireechester,Low,2024-02-23,440.59,440.59,1,440.59,440.59,0.0
d2e3d880-ad46-4673-a37b-53e0a6c436bf,34.0,Male,Brownview,Low,2021-10-07,737.06,368.53,2,554.68,182.38,0.0
148b854a-0393-4c10-9762-be68ee86ae9e,49.0,Male,Catherinebury,Low,2021-03-28,266.47,266.47,1,266.47,266.47,0.0
5624f059-b5dd-4734-879c-7fe8a0169e9c,68.0,Female,Michaelville,High,2019-12-16,731.31,365.655,2,609.06,122.25,0.0
99fa724b-e2bd-4739-a204-3c94957fe3e8,58.0,Male,New Claudia,High,2024-03-09,1509.74,754.87,2,991.13,518.61,0.0
1d4e578b-738c-4913-84f4-b008488eab48,23.0,Female,Brownchester,Medium,11/09/2020,1797.915,599.305,3,797.87,496.625,0.0
31a64c59-e32d-4d9c-ba9c-f308acd78daf,34.0,Female,East Michaelfurt,High,2021-06-19,496.625,496.625,1,496.625,496.625,0.0
378542a7-dd80-4639-b411-6a2fd45e9852,66.0,Male,Coxmouth,,2019-11-13,629.755,314.8775,2,496.625,133.13,0.0
6712eba4-a966-46a5-8f52-26f53054787d,57.0,Female,Ashleymouth,Medium,2021-11-15,12.67,12.67,1,12.67,12.67,0.0
137362fe-5ca3-4d01-806d-8c4d1f7b29aa,45.0,Male,Nicolebury,High,2024-04-23,1095.56,547.78,2,585.59,509.97,0.0
958e5c8d-48ca-42dd-bb71-a766a374233a,45.0,Male,Riveraton,Low,2020-12-28,1575.85,393.9625,4,897.9,128.25,0.0
