customer_id,age,gender,location,incomelevel,signupdate,total_spent,avg_spent,num_transactions,max_transaction,min_transaction,engagement_score,transactiondate,interactiondate,transactionid,interactionid,productcategory,paymentmethod,platform,interactiontype,sentiment,ishighspender,amount
013c4cd9-1d0f-4004-8772-065ab426d105,39.0,Male,South Jamesburgh,Medium,2022-08-24,0.0,0.0,1,0.0,0.0,1,2023-05-28,,4044222b-4470-4e79-8f53-5bdba7066c44,4b1394bb-49e0-4182-8649-67bb090b995b,Electronics,PayPal,Instagram,Comment,Neutral,0.0,0.0
c9f831b4-43cf-4ed9-9b47-09542e239c70,53.0,Female,East Ryanbury,Medium,2023-10-12,1018.38,509.19,2,703.27,315.11,1,2022-09-02,2023-12-14,3af7276b-44b9-46f9-bc65-737c8a5c4846,db5b0bb3-57fd-4ecd-bb04-69fccfbcdcab,Electronics,Debit Card,Facebook,Share,Positive,0.0,315.11
c9f831b4-43cf-4ed9-9b47-09542e239c70,53.0,Female,East Ryanbury,Medium,2023-10-12,1018.38,509.19,2,703.27,315.11,1,2024-01-08,2023-12-14,2820d98b-03ae-45ec-9f77-560d4cf0c053,db5b0bb3-57fd-4ecd-bb04-69fccfbcdcab,Electronics,Debit Card,Facebook,Share,Positive,0.0,703.27
348c5ab5-992d-4780-ba71-d1a5e3818191,46.0,Female,New Jesseside,Low,2023-09-24,626.22,626.22,1,626.22,626.22,2,,2023-08-29,a9272080-cc7f-4f82-9977-857549f2c895,a3b06362-9ff0-433b-be2f-477c452259c2,Automotive,Debit Card,Twitter,Share,Neutral,0.0,626.22
348c5ab5-992d-4780-ba71-d1a5e3818191,46.0,Female,New Jesseside,Low,2023-09-24,626.22,626.22,1,626.22,626.22,2,,2023-11-12,a9272080-cc7f-4f82-9977-857549f2c895,0265861e-f3f1-4218-bf5a-af624138d56b,Automotive,Debit Card,Instagram,Share,Neutral,0.0,626.22
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-21,2024-01-01,208e7d1b-e7da-46f8-b6b8-678eef27699e,07269016-cf56-465c-aaef-2412210455a2,Automotive,PayPal,Twitter,Share,Neutral,1.0,645.53
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-21,2024-06-12,208e7d1b-e7da-46f8-b6b8-678eef27699e,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,Automotive,PayPal,Facebook,Share,Neutral,1.0,645.53
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-21,2023-07-25,208e7d1b-e7da-46f8-b6b8-678eef27699e,188baa55-d207-41ab-9c46-59d2a1b28783,Automotive,PayPal,Instagram,Like,Neutral,1.0,645.53
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-21,2024-05-03,208e7d1b-e7da-46f8-b6b8-678eef27699e,1e339bcc-3fea-44f5-9394-ce55412e9cbd,Automotive,PayPal,Facebook,Like,Negative,1.0,645.53
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2022-10-23,2024-01-01,1d6d18b4-4311-4688-bf03-a8005953adb5,07269016-cf56-465c-aaef-2412210455a2,Home & Garden,Credit Card,Twitter,Share,Neutral,1.0,574.47
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2022-10-23,2024-06-12,1d6d18b4-4311-4688-bf03-a8005953adb5,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,Home & Garden,Credit Card,Facebook,Share,Neutral,1.0,574.47
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2022-10-23,2023-07-25,1d6d18b4-4311-4688-bf03-a8005953adb5,188baa55-d207-41ab-9c46-59d2a1b28783,Home & Garden,Credit Card,Instagram,Like,Neutral,1.0,574.47
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2022-10-23,2024-05-03,1d6d18b4-4311-4688-bf03-a8005953adb5,1e339bcc-3fea-44f5-9394-ce55412e9cbd,Home & Garden,Credit Card,Facebook,Like,Negative,1.0,574.47
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-24,2024-01-01,4f268702-c1eb-40e5-86d8-b233c68015d2,07269016-cf56-465c-aaef-2412210455a2,Automotive,Credit Card,Twitter,Share,Neutral,1.0,309.51
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-24,2024-06-12,4f268702-c1eb-40e5-86d8-b233c68015d2,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,Automotive,Credit Card,Facebook,Share,Neutral,1.0,309.51
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-24,2023-07-25,4f268702-c1eb-40e5-86d8-b233c68015d2,188baa55-d207-41ab-9c46-59d2a1b28783,Automotive,Credit Card,Instagram,Like,Neutral,1.0,309.51
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1529.51,509.83666666666664,3,645.53,309.51,4,2023-06-24,2024-05-03,4f268702-c1eb-40e5-86d8-b233c68015d2,1e339bcc-3fea-44f5-9394-ce55412e9cbd,Automotive,Credit Card,Facebook,Like,Negative,1.0,309.51
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,Unknown,2022-06-25,661.24,661.24,1,661.24,661.24,3,2022-11-18,2024-04-04,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,2f8e6d3c-836e-4763-9716-f206884ee1a0,Automotive,Bank Transfer,Instagram,Like,Neutral,0.0,661.24
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,Unknown,2022-06-25,661.24,661.24,1,661.24,661.24,3,2022-11-18,2023-10-22,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,cc14b52f-71cf-4049-8726-c8017367e3ef,Automotive,Bank Transfer,Instagram,Like,Negative,0.0,661.24
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,Unknown,2022-06-25,661.24,661.24,1,661.24,661.24,3,2022-11-18,2023-12-06,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,fb69d081-b1a7-49cf-9f50-19590139713f,Automotive,Bank Transfer,Facebook,Comment,Negative,0.0,661.24
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2022-08-14,2023-10-28,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,a5d17841-efe2-4b48-b274-f1c08e30379c,Unknown,Bank Transfer,Facebook,Comment,Positive,1.0,282.78
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2022-08-14,2023-09-30,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,4f856131-43ed-4a4a-ba71-985110f88058,Unknown,Bank Transfer,Facebook,Like,Negative,1.0,282.78
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2022-08-14,2023-12-04,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,71f41a3d-9d14-42ab-b725-d759dfb89e40,Unknown,Bank Transfer,Instagram,Share,Negative,1.0,282.78
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2022-08-14,2023-07-27,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,1045a13e-f2c8-4d8a-a7ce-e179659f821c,Unknown,Bank Transfer,Facebook,Comment,Neutral,1.0,282.78
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-05-18,2023-10-28,1bfaf193-8596-4691-b5cb-9154b9288076,a5d17841-efe2-4b48-b274-f1c08e30379c,Home & Garden,Bank Transfer,Facebook,Comment,Positive,1.0,849.85
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-05-18,2023-09-30,1bfaf193-8596-4691-b5cb-9154b9288076,4f856131-43ed-4a4a-ba71-985110f88058,Home & Garden,Bank Transfer,Facebook,Like,Negative,1.0,849.85
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-05-18,2023-12-04,1bfaf193-8596-4691-b5cb-9154b9288076,71f41a3d-9d14-42ab-b725-d759dfb89e40,Home & Garden,Bank Transfer,Instagram,Share,Negative,1.0,849.85
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-05-18,2023-07-27,1bfaf193-8596-4691-b5cb-9154b9288076,1045a13e-f2c8-4d8a-a7ce-e179659f821c,Home & Garden,Bank Transfer,Facebook,Comment,Neutral,1.0,849.85
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-12-10,2023-10-28,253fa2d0-c346-4959-98c0-10b3a1087ee0,a5d17841-efe2-4b48-b274-f1c08e30379c,Electronics,Debit Card,Facebook,Comment,Positive,1.0,556.86
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-12-10,2023-09-30,253fa2d0-c346-4959-98c0-10b3a1087ee0,4f856131-43ed-4a4a-ba71-985110f88058,Electronics,Debit Card,Facebook,Like,Negative,1.0,556.86
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-12-10,2023-12-04,253fa2d0-c346-4959-98c0-10b3a1087ee0,71f41a3d-9d14-42ab-b725-d759dfb89e40,Electronics,Debit Card,Instagram,Share,Negative,1.0,556.86
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,Unknown,2023-05-12,1689.49,563.1633333333333,3,849.85,282.78,4,2023-12-10,2023-07-27,253fa2d0-c346-4959-98c0-10b3a1087ee0,1045a13e-f2c8-4d8a-a7ce-e179659f821c,Electronics,Debit Card,Facebook,Comment,Neutral,1.0,556.86
f43422cc-a731-4574-a05d-9adf4dd4bea4,54.0,Female,Huberfurt,Low,2023-01-03,615.38,615.38,1,615.38,615.38,1,2023-09-23,2024-02-24,4d31152e-fea7-424b-8e02-124abac12a91,920f6f3e-12a5-499d-acc4-918187db700a,Health & Beauty,Credit Card,Twitter,Share,Neutral,0.0,615.38
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,2022-08-20,1330.155,665.0775,2,833.53,496.625,1,2023-08-27,2023-12-05,f7bd8f10-1984-4164-bd2b-3a7023feaee6,81954d27-b597-422e-aa1d-e3a9686d2535,Clothing,Debit Card,Facebook,Share,Positive,1.0,496.625
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,2022-08-20,1330.155,665.0775,2,833.53,496.625,1,2024-04-16,2023-12-05,4cdf525b-2953-473d-b329-5bf8fa744039,81954d27-b597-422e-aa1d-e3a9686d2535,Clothing,Bank Transfer,Facebook,Share,Positive,1.0,833.53
c30de55f-687c-46f5-bbd2-a9e73d2d138d,44.0,Male,Harringtontown,Medium,2023-07-07,736.46,736.46,1,736.46,736.46,1,2022-12-27,2024-04-02,539d1ab3-ca9a-4a45-b161-c10a36618059,9d35b89b-1595-4db0-b988-603978dd4dc3,Electronics,PayPal,Twitter,Like,Negative,0.0,736.46
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,2023-07-10,587.94,293.97,2,297.25,290.69,1,2023-04-10,2024-01-15,60f99755-ce3e-4162-8cd5-01fdca43e876,290306cc-a2db-4430-9269-067536ef3243,Health & Beauty,Credit Card,Instagram,Like,Neutral,0.0,290.69
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,2023-07-10,587.94,293.97,2,297.25,290.69,1,2022-11-11,2024-01-15,b0510e08-a6e2-4911-9d8b-62257db4b0fb,290306cc-a2db-4430-9269-067536ef3243,Automotive,PayPal,Instagram,Like,Neutral,0.0,297.25
e8cbd1fc-5d2d-472a-8c68-8283bb58c8ae,26.0,Male,Latoyaville,Low,2019-12-23,93.86,93.86,1,93.86,93.86,1,2023-06-08,2024-04-22,9fe8d305-18ac-4a4c-be4d-b28301fa5cc7,bedde125-32ad-459d-bffd-4b154372710d,Electronics,Bank Transfer,Facebook,Share,Positive,0.0,93.86
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,1133.19,566.595,2,943.57,189.62,2,2022-11-08,2024-02-21,ccf0eb57-6304-4401-8ede-5749fd0fbd1a,2af3c6e3-e852-4b84-a3f1-cf2c63dad11b,Automotive,Bank Transfer,Twitter,Like,Neutral,1.0,189.62
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,1133.19,566.595,2,943.57,189.62,2,2022-11-08,2023-10-02,ccf0eb57-6304-4401-8ede-5749fd0fbd1a,7400975e-e49b-40a7-a270-470846610e86,Automotive,Bank Transfer,Twitter,Comment,Neutral,1.0,189.62
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,1133.19,566.595,2,943.57,189.62,2,2023-07-10,2024-02-21,c846947b-79b4-49f4-a08a-ecf47f52defe,2af3c6e3-e852-4b84-a3f1-cf2c63dad11b,Health & Beauty,Bank Transfer,Twitter,Like,Neutral,1.0,943.57
